Policy ID,Holder Name,Holder Id,Insurance Type,Holder Age,Holder Phone Number,Holder Incomes,Holder Address,Premium Amount,Start Date,End Date,commission_amount,members,carrier_name,days_of_payment_delay
80915ac8-5508-4523-a0d1-e2580adecc19,Brad Wang,6e17f722-a15c-4ea8-aa9f-3b906d018e48,Salud,25,679.744.8157,>500.0000,"Unit 1057 Box 8952
DPO AA 05206",7826.69,2021-10-08,2026-10-07,59.91,5,Ambetter,22
fe52ac5b-9ca8-4c9b-893e-d45b60f25a6d,Colleen Le,306a8e61-b7f2-4a61-9683-ea87b7537c12,Vida,42,998.307.0133x528,>36.000,"974 Garner Roads Apt. 506
West Karenside, NC 35431",3486.61,2023-10-04,2026-05-13,67.04,6,Oscar,1
48baa2d9-63ac-424e-8a86-20d0649233e8,Jessica Cox,fbd12742-98f0-4b1c-baa3-03061dbc262b,Hogar,59,7716330785,>60.00,"50817 Hannah Mountain Suite 303
Sierrahaven, HI 30531",6713.19,2022-08-20,2029-04-20,66.88,6,Florida Blue,10
c21f8ab8-529f-4049-96fd-411ceddeb284,Melissa Brown,028823cb-42d9-4ca9-892b-4513e93b5199,Viaje,22,203.966.5170x973,>500.0000,"39812 Jackson Heights
New Ray, CA 92875",8091.15,2021-12-26,2023-11-21,60.25,1,Oscar,19
b011e82b-275a-44cb-a872-993bc8253af3,Jason Hunt,c7843f42-73a4-4365-b247-aadb33afd6b5,Automóvil,26,474.846.0212x319,>50.000,"54877 Gregory Coves
Lake Danielmouth, OK 06009",2504.65,2022-10-13,2026-12-25,60.56,6,Oscar,28
87748e40-543d-4f67-abd0-3c4363976015,Austin Cantu,84506b6c-516e-4dc9-b6fd-95bf8aa8096d,Hogar,27,(691)202-7179x699,>500.0000,"Unit 4887 Box 5879
DPO AA 31722",9163.71,2021-10-05,2028-08-11,53.83,7,Oscar,4
8782d0fb-5087-433b-9d9b-848585c63e39,Angela Berry,e3678186-42c2-4626-ad83-dd228cfebbb6,Vida,60,+1-362-446-7579x92378,>100.000,"Unit 3212 Box 3632
DPO AP 55138",1566.6,2022-01-14,2023-07-15,54.96,1,Florida Blue,31
8f72ab48-ea10-4ed8-9b88-0fcbc90a303b,Samantha Hardy,c20c0f86-8ec2-4591-8c6b-930bb1210d80,Salud,27,9367802825,>36.000,"0255 Moore Parkways Suite 728
South Joshuaport, FM 22580",3897.68,2022-09-25,2024-05-22,57.24,7,Ambetter,17
50359c2b-1690-41a6-a818-dfbd3cb791fa,Gloria Webb,c32456e0-330a-4d60-ac15-08b4ce1c804d,Hogar,60,(411)674-1027,>100.000,"247 Tammy Wells Suite 750
Lake Julieview, WV 15926",6891.03,2023-08-27,2028-10-02,58.57,5,Florida Blue,19
1c1b2a4c-0820-42d2-af34-002734fc4c9e,Mr. Kyle Spencer,ae8a5db7-7044-4d3a-864d-3471d31c7b06,Hogar,54,(658)881-2969x414,>100.000,"49215 Randall Roads
Briannastad, GU 04872",4429.9,2023-04-01,2023-12-17,55.28,6,Florida Blue,2
98c07158-03ae-4a53-892e-1e89a1b8befa,Valerie Miller,c9df6ea6-7fce-4b67-bc43-7373f5e49bf2,Vida,63,570-867-7171x431,>100.000,"26320 Dean Mission
Port Carlyton, RI 56842",7298.1,2023-03-12,2028-07-23,69.95,2,Ambetter,15
85e49fc9-02e3-4309-9707-8016b16549b5,Alexandra Navarro,ea9fc0ed-a587-4db3-a12c-2b7cf6deb1d8,Hogar,41,(889)718-9471,>50.000,"4481 Caitlyn Flats
Kelleyland, AR 17149",600.08,2024-04-08,2024-12-27,64.56,3,Oscar,20
9fa5913b-c548-402b-8afc-9a6c038389a3,Steven Barnes,6622128f-6a1d-4552-acc0-d0f747036fe6,Automóvil,25,6079879046,>100.000,"Unit 1816 Box 8528
DPO AA 28828",6599.89,2024-03-28,2027-01-05,61.49,6,Ambetter,0
139517ae-8820-4fdd-bd56-6d81bfe8189f,Jennifer Webb,52491674-53fb-4f0c-92a7-bfa2018917f5,Hogar,55,(257)816-7690x13231,>500.0000,"59801 Derek Burg Apt. 784
New Ryanburgh, MP 31676",6234.96,2023-09-27,2026-09-18,72.19,2,Oscar,4
5c75eb3f-1858-49cd-b812-a36d3eef7b75,Corey Gardner,2c459d5b-1aab-45c6-ad13-149bd1712c8d,Automóvil,53,+1-845-372-3448x2865,<24.000,"869 Kevin Views Suite 238
Stephanieton, DC 66694",5679.05,2023-11-25,2027-09-08,59.66,6,Florida Blue,10
5e5053cc-588b-4167-90f4-4b658d2f4b76,David Watson,742dbb18-6879-410a-b5a5-9134f3b8e249,Hogar,33,+1-468-521-1447,>36.000,"638 Juan Place Apt. 475
Potterland, DE 58637",3461.28,2022-06-17,2022-10-21,56.26,4,Oscar,17
6a49054f-7de1-4ecd-95d6-31b056977149,Karen Young,0587e438-ee97-4788-b345-16a3448d9f7d,Hogar,33,001-597-755-4979x946,>60.00,"PSC 3858, Box 0872
APO AP 12651",7398.81,2024-07-11,2029-04-20,57.16,4,Ambetter,29
97cb0e0a-914c-463a-9c62-d6e152c7988f,Karen Mcclain,4b6a82cb-8b95-43e6-902c-5f60f807121e,Viaje,31,346-627-8275,<24.000,"03923 Steven Burg
Brandontown, MD 34534",4537.84,2023-04-07,2027-03-25,72.26,5,Florida Blue,1
abfb2bb7-2023-4051-b645-e6e2af426718,Vanessa Jones,bc501e91-9a86-4c30-a21c-c4d9e63afe90,Vida,61,945.757.7580x45529,>100.000,"65531 Johnson View Apt. 451
Port Douglas, UT 22028",7763.07,2023-09-13,2028-06-11,71.37,7,Ambetter,10
d779923f-5f96-48a5-86cf-3b15d2762c50,Hayley Middleton,3df0b66d-4399-4f94-9366-b332c3a0ba55,Automóvil,35,(952)303-4541x5816,>50.000,"1362 Patterson Spring Apt. 426
West Austin, VT 36989",2563.09,2024-07-03,2027-01-08,73.96,3,Oscar,18
c0f14f60-ccd2-4322-a70e-39cf3529d3da,Chad Lee,729a5d0b-8f87-4fb6-80ab-275f4ab6b564,Viaje,24,(899)335-8427x9356,<24.000,"525 Finley Ways
Brianmouth, AR 79029",5514.7,2023-04-12,2026-08-11,72.71,6,Florida Blue,8
a555d52c-069a-4314-aed2-429b57d06f6a,Brian Rivas,0085a049-b209-4276-aa00-c7a769c65d05,Automóvil,40,001-253-500-3459x342,>36.000,"29335 Harrington Track
Karamouth, NC 38500",6911.75,2024-03-29,2028-09-18,55.32,4,Florida Blue,18
13a0134d-5d1c-4353-816e-32c827d78af6,Bobby Ramirez,cc31a477-44e5-4bc9-b2fc-91d4b52a63a1,Vida,43,(563)735-6897x7903,>100.000,"582 Barker Gateway Apt. 559
Vickieberg, MD 53000",8296.16,2023-06-15,2029-06-12,66.25,7,Florida Blue,25
819aec37-2406-424b-9c58-75f25726029e,Mr. George Bautista,bb63b518-5dbd-4dc9-8830-4205354d72f0,Viaje,54,920-820-6048x669,>24.000,"562 Ian Skyway Suite 624
North Elizabeth, GU 03353",7661.08,2021-12-02,2026-09-12,62.39,4,Oscar,20
a8b7a118-8517-43a8-b4f9-10e6712a0193,Lisa Brown,7eca3017-90ad-4a45-9550-5ec7a47ba302,Vida,64,+1-499-211-6723x81856,>50.000,"54149 Perez Springs
New Ricardo, GU 66699",5852.87,2023-11-02,2029-05-21,74.23,5,Ambetter,31
9ad150bb-a4e2-450f-ae8f-10c478c5cf72,Eugene Logan,7a3fd7c0-416f-4bab-95b4-eb84c738be80,Hogar,64,(589)232-3040x6876,>500.0000,"43432 Hannah Alley
Marymouth, AZ 41148",9347.82,2022-03-10,2024-12-03,71.57,4,Florida Blue,31
2df20ea7-5685-43ad-86bd-d0b338fb0dec,Scott Collins,4a411cb3-d2ed-47d9-9004-4d6a4eafe4b6,Salud,55,291.596.2897x186,>500.0000,"309 Andrew Spring
Dudleybury, CO 95898",6273.52,2024-02-10,2026-02-02,51.13,7,Florida Blue,26
869ce3b6-44d4-47e3-b6d5-66d6889d45bf,James West,6088a389-36ac-4485-adfb-27a1b77a57ee,Viaje,28,(425)975-1063x650,>60.00,"98074 Virginia Forks Apt. 450
Port John, PR 29344",9283.23,2022-03-16,2025-12-16,68.55,4,Ambetter,21
22935e48-4caa-41ca-b529-8503e092f312,Erica Campbell,28390c53-4c7d-40b1-9bab-7ab91063486e,Salud,63,+1-697-579-2142x56456,>100.000,"54288 Mitchell Course Apt. 705
Dunnview, ME 44561",2264.91,2022-12-18,2028-06-10,57.63,5,Florida Blue,15
3ed74a91-a30e-4673-a5d9-6b2567c8a8a3,James Hall,4067d04c-6c3e-4663-b230-f7ec73d9c6fb,Viaje,41,4793202722,>50.000,"9408 Victoria Club
North Lauren, VA 25891",3185.46,2024-03-24,2026-07-14,60.17,1,Ambetter,4
5730545a-78d5-443e-80bd-8af61741a9eb,Alexander Patton,9e2eba57-4212-4737-9770-9a2355513d93,Viaje,38,242-572-3478x719,>50.000,"17994 Brown Ridges
New Natashaburgh, SC 23507",1239.01,2023-08-09,2026-07-18,56.32,4,Oscar,26
d815456e-7eff-4e20-8ba4-f793611131e8,Ashley Diaz,381f46e7-ecd0-466e-9a4d-5799d6d6584a,Hogar,21,211-667-0293x820,>100.000,"009 Rodney Islands
Port Kennethport, IN 96860",4966.1,2024-03-16,2028-11-06,52.24,7,Ambetter,1
d2cdfbaa-d566-4451-b841-a871d9c93043,Joshua Kim,217654c9-0f38-49fc-8fd3-e5c5b8c3c9b5,Vida,50,(437)410-1349,>500.0000,"75585 Brett Islands Apt. 572
Levineshire, DE 33196",3950.72,2022-07-30,2027-08-05,74.39,3,Florida Blue,18
ce08b41e-22c2-4006-a0e0-2e51cbb2a122,Christine Wiggins,c541cca3-05c8-47a4-b8b9-773312ab88c7,Viaje,54,(953)641-2973x394,>50.000,"914 Kimberly Street
Walkerhaven, NJ 56725",7267.42,2024-02-18,2026-08-09,66.5,1,Ambetter,6
1f52b05d-b355-44db-9869-15718d24de10,Matthew Cole,53868bf6-ee46-463d-bf00-84d997d87ac9,Vida,32,885-267-1688x78671,>100.000,"4922 Werner Glen
Pierceburgh, AK 23456",5925.16,2023-11-18,2027-05-05,74.16,2,Oscar,17
d3c1c0c9-daae-4a9f-befd-ba6a495faf0d,Christopher Parsons,4d788d66-d39b-4a6e-8bc7-15ca8c1a1a0f,Salud,48,001-688-908-5995x90218,>100.000,"99649 Snyder Neck Suite 149
Lake Claire, NM 80680",3714.66,2023-05-24,2024-09-16,50.58,1,Oscar,4
d251b7ae-6897-4e38-b1ca-d1c4f4b64544,Sharon Hart,6fb1b604-67b8-44df-bca6-435bdceef9b7,Hogar,32,+1-900-921-7203x2934,>60.00,"USCGC Ramirez
FPO AA 67706",935.03,2023-04-24,2023-08-05,53.36,2,Florida Blue,26
0101a31d-6dad-4e52-8636-0a33d85db3fc,Mitchell Figueroa,4b497e70-fa2a-492d-b045-51bc460a5e75,Salud,37,001-322-936-9938x665,>36.000,"44382 Patricia Gardens
South Courtneymouth, OK 76386",540.1,2022-09-01,2027-12-20,74.1,4,Florida Blue,31
26d96b68-2702-401b-9785-53e653cce840,Bethany Vasquez,12795bc9-d83f-49b6-b3db-63984feeac61,Hogar,53,9302876803,>24.000,"Unit 2433 Box 5251
DPO AA 86420",7869.65,2022-02-07,2026-04-26,66.26,2,Oscar,2
0af5daf6-bbae-447e-9740-92111b4eaa64,Megan Chung,cf11d879-75f1-4bf1-8004-3fba210f14d7,Automóvil,33,(980)445-6117x78008,<24.000,"3609 Daniel Ville
Archerberg, AS 36848",6187.72,2022-01-14,2025-09-19,61.71,2,Florida Blue,31
7ff7e007-6736-473e-b7d9-2c6e5064b7cd,Victoria Torres,03821e85-1840-4deb-803d-25de5184c39a,Vida,20,6983895117,>100.000,"682 Long Light Suite 967
Marquezburgh, NH 71058",7553.89,2023-11-18,2027-12-10,59.47,5,Oscar,19
efe3925f-e6d7-4dbf-b7bc-40ed67e82b01,Elizabeth Brown,a3bf38b5-4ccb-4812-8a9e-b5743227b6ff,Vida,49,424-619-4534,>500.0000,"8297 Diane Spring
East Frederick, VA 75728",3609.76,2024-03-19,2025-04-10,50.53,7,Oscar,13
ebf8c3ad-a558-4a40-835e-b22f43d1ad67,Angela Walters,f7d57b12-ebec-4fda-aec6-5861f25951f3,Vida,55,2635648740,>100.000,"1699 Bell Corner Suite 834
North Andrew, RI 87990",7334.85,2022-09-28,2024-01-06,74.36,6,Ambetter,28
8e1389af-5899-411a-8338-a088ab98f826,Samantha White,9f664ca2-7659-4f8c-9462-90c544293105,Hogar,63,(399)854-8830x4023,>100.000,"6168 Danny Springs
North Charles, RI 32945",5452.14,2024-07-16,2025-04-20,60.61,1,Florida Blue,14
235b6848-d8dc-4ed4-8cf3-a1b0d16c4521,Barbara Davis,5e17a230-0e6d-4d43-9679-6dfc114ce478,Hogar,55,+1-857-339-4283x528,<24.000,"8861 Russell Parks
Delgadomouth, NV 55362",9147.7,2022-10-22,2025-12-02,51.29,5,Ambetter,0
d0b801b9-519b-4d33-8426-62b4ae930b43,Jacob Pham,c423b390-6b80-4718-b2e4-7031f37a546d,Hogar,43,369.594.0872,>24.000,"7246 Murphy Plains Suite 793
North James, MA 22504",4016.32,2022-08-10,2025-02-19,50.59,5,Ambetter,13
2faa4530-9f0d-4cd6-ba63-a7ef0db5b4e4,Patricia Johnston DVM,2138e9e7-c653-427d-be28-b60c465be5e2,Hogar,23,453.738.8777x4106,>24.000,"6045 Miles Radial Suite 264
Lake Mariaborough, AZ 63959",5238.74,2022-01-26,2025-09-20,59.81,4,Florida Blue,16
72ca1540-a235-4403-982a-d94e6316ecee,Kendra Byrd,b7e3d409-f938-4de5-b49a-3e05f4ed683a,Viaje,54,(537)832-5018x95539,>50.000,"28862 Stuart Pine
West Henry, MI 09463",3560.62,2023-11-08,2027-08-10,61.5,7,Ambetter,13
09dd46cd-ebab-4363-bd86-063a3aaffa32,Steven Wells,7d14db60-b130-4af7-a2ef-3038de3130f8,Vida,28,6135429135,>500.0000,"1341 Traci Throughway Suite 003
Michaelfort, DC 33113",1934.28,2023-02-08,2028-10-10,70.13,4,Florida Blue,2
1c2b24a7-db1c-4b00-ac36-4f430a53220b,Robert Diaz,9e29f63d-33f1-4075-91bc-db66e341ea3d,Hogar,52,9274626929,>24.000,"7655 Joshua Landing
New Joel, SC 81636",8085.56,2021-12-05,2023-05-13,63.74,2,Florida Blue,5
641637aa-70cc-47d6-8792-92c22aca410e,Brian Bell,80db532b-c0a7-4371-879e-f853bbda784d,Viaje,41,001-592-462-1222x626,>50.000,"100 Berry Circle
Millerville, MH 54229",5609.29,2023-06-14,2026-07-13,56.11,6,Ambetter,12
a2eb74ce-8252-4a69-af79-948ccfb20f77,Tammy Morton,48a31034-ee08-40bc-a96e-afeee2386147,Viaje,56,(662)766-1829,>36.000,"1270 Huff Fork
Seanfurt, OH 95469",527.8,2022-12-16,2026-05-12,67.37,6,Oscar,20
86681c6f-0a9c-4e27-88f6-f85eedd2a94e,Brandi Peters,d6a2d7a6-7ff5-4d3b-a38d-8b48379bdcfa,Automóvil,62,+1-358-620-7934x9206,>100.000,"92334 Kimberly Plaza Apt. 564
Wilsonberg, NE 93947",8488.33,2024-04-19,2029-01-30,55.13,7,Florida Blue,22
575f72a3-8595-4a2f-8d4d-0a9e793e7f59,Dr. Monica Black MD,bc5c6e6b-c3bd-4ecb-bb16-1594159e0d5c,Automóvil,27,547.512.2052x5985,>500.0000,"PSC 1742, Box 9310
APO AP 53664",4980.97,2023-03-05,2028-10-15,69.93,2,Ambetter,10
56071233-2680-4362-8d98-235c64be6bd0,Julia Glover,ecc20b00-090b-49da-a5f7-f25ab34e121f,Viaje,57,7956426087,>36.000,"1680 Heather Ridge Apt. 437
Lake Candace, WA 45465",8781.38,2024-06-23,2029-04-23,58.44,1,Oscar,31
95b91a90-fe85-4b95-a50a-56da8dfa6e04,Heather Sampson,d0615f48-5f93-4675-926d-8f908545e1df,Hogar,38,001-492-377-7905x8113,>100.000,"69885 John Ridge
Darrenmouth, PW 75415",7262.15,2023-04-28,2023-06-06,73.8,7,Oscar,23
37708f51-3ad3-4f59-b5f2-0c3c3c68c769,Kristina Fisher,d6da9f23-dc68-4214-a449-fecf8c1b5f99,Hogar,29,+1-257-526-5934x2809,>24.000,"24192 Smith Springs Suite 171
Ralphborough, IA 05262",1194.15,2023-10-07,2029-03-26,71.82,5,Oscar,3
281c1816-dc5e-4629-969f-5976560bb698,Brett Walker,55c77a35-b634-41af-b1bc-fd405554b7ea,Vida,53,573.977.6879,>500.0000,"29926 Prince Plaza Suite 027
North Ashley, FL 82025",6108.38,2022-05-02,2028-11-28,60.21,7,Oscar,8
0df6679f-f651-41be-b7b6-bbb7e5bd6756,Frank West,2bb49614-3185-435a-a6a0-1dd1a4aa58ae,Vida,21,3909251035,<24.000,"1813 Taylor Mission Suite 021
Smithmouth, CO 62570",4388.99,2023-03-28,2023-08-28,67.23,4,Ambetter,30
e2480ea7-09a5-4ab5-93f4-f31419752143,John Wilson,0ce39e14-334d-44df-8f74-3696c7e7078d,Salud,43,(320)714-7446x1167,>50.000,"80987 Kimberly Lake Apt. 798
Silvaton, IL 19504",1694.46,2022-05-01,2023-12-29,57.33,3,Ambetter,17
247cc9df-a3a1-49ab-a653-1ff6fde52d3f,Joshua Lee,ad82ff7c-2002-4283-80bd-82cc487e8e05,Viaje,25,(252)671-4072,>100.000,"USNV Perez
FPO AP 70759",7105.65,2024-02-11,2027-06-22,66.11,3,Ambetter,16
891f2c52-42e8-4e6f-b60f-3591a11b0704,Brian Skinner,807e8941-37ba-4190-9d2d-90d156718191,Automóvil,56,339-472-7407,<24.000,"42306 Vaughn Mountain
West Tami, PA 71927",838.99,2023-03-09,2024-06-13,60.81,4,Ambetter,25
6cfd65b6-aa6d-4b3a-bd5c-d562277184d1,James Noble,47cc733e-8f0c-4b28-a22a-a72fcd1a2545,Automóvil,34,8015200133,>100.000,"5546 Cathy Drive
Kristinhaven, AR 28558",5019.38,2022-07-15,2024-11-12,67.22,3,Ambetter,0
0717ca5f-abd2-43e5-954b-6b82b34303c0,Andrew Mitchell,5fd1e7ca-5c7d-4715-aacf-f40ec785252a,Vida,58,001-914-880-4890x17198,>24.000,"8270 Wise Squares Suite 048
Port Kevinfort, TX 26462",5939.4,2021-08-30,2025-10-09,55.33,4,Oscar,15
eed624e3-d369-4329-ad3d-6d198a1ae123,Rebecca Swanson,f53c6896-2ac3-4e58-97b3-a6ab9f2ea82a,Automóvil,37,+1-586-420-0168x331,>60.00,"877 Noble Drives
Briannaville, NJ 37307",3833.63,2021-08-07,2028-05-17,54.13,5,Ambetter,12
a8501756-d825-4ea7-b36b-690aff6fb874,Richard Warren,6856b41f-1ce1-4d65-9b80-82157368f8c9,Vida,51,5524069692,>24.000,"197 Ashley Rest
Kingborough, GU 95521",1093.26,2023-02-22,2027-10-20,56.18,7,Ambetter,16
4ea07be7-ce77-4716-8ddc-6ad6fc3d148c,Glenn Hamilton,82b29bd6-260c-4e50-a738-adb277015258,Viaje,41,309.926.4162x98964,>60.00,"00916 Hill Summit Apt. 858
New Raymond, FM 55360",3656.46,2022-04-07,2025-09-05,65.64,6,Oscar,22
7515a04a-9734-4a73-b6c6-26007af1f926,Rebecca Ellis,2a136466-041c-4b47-9a98-7149654ecc26,Salud,37,(575)615-9557,>36.000,"68892 Stephens Ford Apt. 065
Dariusport, GU 74586",2107.23,2021-11-23,2022-07-10,74.11,6,Ambetter,17
034c9293-a2c2-441c-8969-9a5de3ff5df7,Wanda Landry,b7f7c57f-3f48-4b60-96b8-0bfbde7134ec,Automóvil,21,834-325-1823,>60.00,"457 Smith Orchard
Andrealand, OR 90644",8658.06,2021-10-20,2028-10-11,64.45,5,Florida Blue,10
f5b53a8c-976f-49dd-aa37-6d6b354a4566,Daniel Green,8402027c-e4ae-4e75-ad33-2541764871f9,Viaje,52,+1-228-978-9882x34622,>100.000,"1122 Robert Run
Richardsonmouth, CO 84089",8762.8,2023-08-02,2027-08-16,61.31,3,Oscar,31
1d29bce2-1aa8-4577-bc0e-b259f6f51278,Evan Edwards,d00cde6d-88fb-4d88-9fc3-468d46b54966,Automóvil,27,408.337.4124x091,>500.0000,"19533 Nelson Park
West Deborahmouth, VT 74889",402.12,2022-07-09,2023-03-16,68.79,2,Ambetter,18
68e91fb9-888d-4951-bc7b-37765db80930,Peter Gray,4cda45b8-7246-4377-83a6-8053974440ed,Viaje,47,944.627.1830x859,<24.000,"4475 Suzanne Divide Suite 808
Prestonstad, NM 09097",2050.18,2021-12-15,2025-12-22,65.07,6,Ambetter,9
8ea8ef9b-a06c-4a14-aae2-8d713dc9ca6d,Brenda Marshall,e908308a-b264-4d63-92ba-96de9b581b50,Vida,25,(855)546-5984x572,>60.00,"306 Gonzales Parks
Lake Charlesville, PR 61123",2402.21,2021-11-02,2023-05-27,54.36,3,Florida Blue,27
ce00dfd4-4f00-4e10-98be-16f7b34f851d,Antonio Scott,77f8eedb-58bf-48b6-a53d-d5864ec8023a,Hogar,41,001-631-673-2791x277,>60.00,"176 Jacobs Ports Suite 401
Gwendolynbury, NJ 60416",1021.67,2024-04-12,2028-04-26,56.46,5,Ambetter,22
a0996f66-491a-4a79-9a0a-3cc069c5985c,Anne Doyle,2327ceba-148b-41ea-bf02-0199dde3b34f,Viaje,54,001-421-931-5379x0924,<24.000,"739 Flynn Radial
Riosborough, PW 45911",6596.5,2022-04-22,2026-08-10,65.18,2,Ambetter,3
8d0d0bed-1a05-4d71-a6d6-db7bb3e69085,Jeremiah Mcclain,92549666-e2ca-46b7-b6f4-0d1d6e45c227,Automóvil,28,+1-452-942-0489x432,>100.000,"1181 Sean Walk
Susanton, MS 25771",1975.42,2022-07-15,2025-02-09,68.96,4,Florida Blue,6
71dc072b-703e-4081-b6f3-b2f053839ff6,Jessica Martinez,1354054d-7ec2-4551-b947-e1c8eebf72ae,Viaje,43,230.948.0875x138,>100.000,"0545 Anthony Street Apt. 437
Lake Shirleyborough, MP 01988",2234.98,2023-12-19,2028-10-28,50.05,4,Florida Blue,14
69ae756d-5935-4184-bca1-b54d7574929e,Timothy Santiago,cdede318-3f19-4335-9092-ad351c542373,Automóvil,58,820-520-7061,>500.0000,"03033 Gonzales Knolls Suite 660
Lake Josephberg, CT 86132",3560.59,2022-03-26,2028-06-21,71.59,1,Ambetter,13
c3585f72-731d-4653-9fd9-4473938a4dbc,Amanda Arroyo,dfa62069-2273-474d-aa72-9aa746f3e55d,Viaje,29,(850)419-0586,<24.000,"603 Patricia Groves
Port Michael, VI 22560",5758.69,2022-06-12,2026-09-03,70.06,4,Florida Blue,8
c739d066-7d18-4d57-92a2-c4a562ed9f24,Thomas Fitzgerald,00af13fe-4e82-4b0d-bfff-5bccc0a9e5e6,Hogar,18,429.338.9003x88570,>500.0000,"4593 Neal Views Apt. 376
Jennafort, NJ 70592",6169.41,2023-03-15,2027-01-09,72.26,6,Oscar,7
4e12babb-e414-4322-a766-eb9a464d72f8,Mark Gallagher,accf880b-80b9-4d29-962d-c8821ced3da4,Salud,34,465.431.4262,>60.00,"16452 Debra Course Suite 909
New Laura, FM 58181",1312.36,2023-11-15,2024-12-20,60.4,4,Florida Blue,28
97e3827c-76f9-4fca-9b1a-0b4b3d5473f8,Theodore Boyd,24c508d6-c8d7-4dfb-95ce-8eccdcb640af,Vida,33,(887)305-3742,>24.000,"33776 Martinez View
New Carolynmouth, MN 64858",452.42,2023-11-28,2028-03-06,52.71,3,Florida Blue,6
e0c4ca25-548a-4652-a3a4-1ddd68d15a63,Alexander Williams,5732b1de-6bfb-4e84-a16c-bced2afc1828,Salud,25,(530)847-6341x62899,>60.00,"Unit 5213 Box 6992
DPO AE 30735",3997.34,2023-09-10,2027-02-03,67.19,1,Ambetter,28
ab1ae1e4-7dfb-41e1-9398-4d68f2ed7e5e,Kevin Carlson,e0f7abd0-7a7a-49b2-b2b9-5a8e0d07c958,Salud,53,(947)885-1345x91928,<24.000,"1132 Brian Fall Apt. 414
West Ericmouth, DC 27107",8575.93,2024-04-29,2029-01-02,67.25,4,Oscar,26
c60cfe28-1179-483a-8c68-e2f947ea3444,Bruce Keller,628fd3ba-b804-4ba3-ba88-f3af04d7407e,Automóvil,38,(626)406-2450,<24.000,"16654 Rivera Ports
Lake Alexisstad, IN 88708",8097.52,2022-11-27,2023-04-29,55.47,7,Oscar,20
146bf3b5-eb09-4752-aacd-49adbd7d13d3,Kristina Marsh,edfff7d2-1c5f-49a4-83cc-53229b909728,Salud,39,+1-731-261-1262x33384,>500.0000,"70850 Anderson Stream Suite 550
Lake Davidfort, MI 15243",5841.72,2022-12-27,2028-07-06,62.45,7,Florida Blue,28
9dfd2a1b-564f-4df5-989c-df9ab9dc7c87,Cindy Roberson,34a396d1-43ec-41ae-816a-6a422a399175,Hogar,37,473.922.8283,<24.000,"497 Gilbert Islands Suite 312
Smallport, AL 60081",9098.04,2021-12-20,2022-12-16,53.91,3,Florida Blue,8
64b3c6a0-8bad-4453-9dac-06aab69f0f13,Daniel Lane,b13891b8-6b47-4656-9122-aa715e710c23,Automóvil,58,001-288-208-1816x0341,>24.000,"707 Wilcox Via
East Elizabethport, FL 80136",368.69,2023-10-04,2029-01-11,51.47,3,Ambetter,31
e305c258-e3bd-4356-bfb0-832fc1f86e2c,Kelly Perez,451a2b59-5dc5-4ff8-9656-07d6c7a07dc7,Hogar,57,(298)408-7767,>100.000,"66832 Joseph Union
North Victorville, FL 51433",5226.87,2024-02-12,2025-11-03,54.22,1,Ambetter,14
4a0d11e3-82d7-4da8-b22d-b4683ec93427,Ashley Clark,99c5a182-f6d0-4602-a95e-868c95ba6777,Salud,55,999-297-9725,<24.000,"32315 Perez Drive Apt. 617
South Alyssaton, NC 90566",3484.27,2022-02-15,2023-05-19,51.34,4,Oscar,15
72ff95b4-a59d-44a4-b5e9-a9de6b1f17cb,Annette Watson,de205d1d-7f20-4f58-8238-fb0bbf7bdf90,Vida,48,+1-729-788-9327x71855,>36.000,"561 Beck Circle Apt. 679
Lake Stevenport, MN 37561",6839.94,2022-12-28,2025-06-06,55.74,7,Florida Blue,8
be5cd23e-53a7-49b2-9b7d-cdb6ee45f650,Don Rodriguez,2c8585b7-33fb-48a0-9719-2510ad867505,Automóvil,64,+1-236-948-5673x144,<24.000,"80228 Holly Isle
Lake Samuel, DE 63189",7463.13,2023-12-16,2024-04-07,53.07,3,Florida Blue,28
f2b0b13e-bda4-4cf4-b825-882b85dce146,Evan Davis,0ce74c0e-23f7-42b5-abaa-c03d64035abf,Hogar,49,+1-660-985-7836x3551,>500.0000,"599 Ryan Drive
New Wendy, IL 12088",4599.24,2024-04-13,2026-08-27,74.03,7,Oscar,8
619dc4ef-d8b9-4eae-9f62-dc142a796145,Matthew Jones,83435192-8d2a-4fec-a718-43f402cc7399,Hogar,28,8013683539,>100.000,"955 Ruiz Groves
New Tylershire, AZ 07915",9857.67,2024-05-17,2026-12-03,66.11,3,Oscar,2
2cf3d43a-7a49-42dc-9f6f-518c0a217f55,Danielle Price,9a677f24-a0b8-449b-bdd2-50de7f1ebd2f,Salud,44,001-320-806-7258,<24.000,"88040 Rocha Island
Smithchester, SC 73304",5257.27,2024-01-09,2024-11-05,62.78,2,Ambetter,31
815146ea-d68a-4fb3-8a01-b887d124c1d3,Valerie Woods,02255870-f930-4c85-acef-c70b48b34174,Viaje,56,+1-346-892-6785x296,>24.000,"2738 Hernandez Viaduct
North Steven, KS 44368",7894.76,2023-12-29,2027-11-24,62.5,7,Ambetter,3
e5e106de-f589-448b-a6e0-bed227eb79a5,Nicholas Wood,977e599f-2f13-4bec-9649-e85345900c46,Vida,43,001-921-417-6024x920,<24.000,"88069 Ruben Mews
Markbury, NH 28058",574.73,2023-02-08,2027-11-25,62.9,1,Florida Blue,30
